名詞,,サ変名詞,,形容動詞,,地名,,ナイ形容,,副詞可能,,未知語,,タグ,,感動詞,,動詞,,形容詞,,副詞,,名詞B,,動詞B,,形容詞B,,副詞B,,名詞C,,否定助動詞,,形容詞（非自立）,
本人,13,確認,13,大丈夫,4,横浜,4,しょうが,1,今,8,ユウスケ,7,ムラナカ,7,うん,12,出る,16,無い,3,一応,8,おいで,2,する,31,よろしい,5,そう,10,駅,5,ない,37,いい,3
お金,7,電話,12,勝手,2,茨城,3,,,時間,4,ナビ,2,電話番号,3,ああ,7,分かる,15,悪い,2,結構,1,きた,1,なる,5,いい,2,まあ,7,家,2,ん,2,,
銀行,5,お願い,9,駄目,2,我孫子,1,,,近く,2,?　〇〇,1,タカヤマ,2,あー,6,言う,9,早い,1,少々,1,,,ある,3,ない,1,もう,5,外,2,,,,
公園,5,取引,7,不明,2,,,,,朝,2,,,,,はい,5,向かう,9,,,少し,1,,,ござる,3,,,いやいや,2,勘,2,,,,
生年月日,4,営業,4,いや,1,,,,,平日,2,,,,,え,4,出来る,9,,,多少,1,,,いただける,2,,,すぐ,2,人,2,,,,
息子,4,お伝え,3,失礼,1,,,,,本日,1,,,,,もしもし,4,行く,8,,,必ず,1,,,いる,2,,,ちょうど,2,辺,2,,,,
名前,4,説明,3,不安,1,,,,,翌朝,1,,,,,あ,2,来れる,6,,,,,,,つなげる,2,,,ちょっと,2,形,1,,,,
お母さん,3,配送,3,無理,1,,,,,,,,,,,うーん,2,行ける,5,,,,,,,とる,2,,,もし,2,月,1,,,,
原本,3,契約,2,,,,,,,,,,,,,あっ,1,持つ,5,,,,,,,とれる,2,,,やっぱ,2,行,1,,,,
住所,3,受理,2,,,,,,,,,,,,,えーと,1,下ろす,4,,,,,,,なす,2,,,いくら,1,子,1,,,,
待ち合わせ,3,登録,2,,,,,,,,,,,,,ごめん,1,会う,4,,,,,,,いう,1,,,さよう,1,紙,1,,,,
渡し,3,連絡,2,,,,,,,,,,,,,ま,1,急ぐ,4,,,,,,,たつ,1,,,ずっと,1,字,1,,,,
荷物,2,あんま,1,,,,,,,,,,,,,まぁ,1,思う,4,,,,,,,できる,1,,,そのまま,1,車,1,,,,
具合,2,お待ち,1,,,,,,,,,,,,,,,帰る,3,,,,,,,なさる,1,,,そろそろ,1,,,,,,
中身,2,一緒,1,,,,,,,,,,,,,,,取る,3,,,,,,,わかる,1,,,たって,1,,,,,,
土地,2,一致,1,,,,,,,,,,,,,,,渡す,3,,,,,,,,,,,もしか,1,,,,,,
届け,2,該当,1,,,,,,,,,,,,,,,入る,3,,,,,,,,,,,やっぱり,1,,,,,,
番号,2,管理,1,,,,,,,,,,,,,,,違う,2,,,,,,,,,,,よろしく,1,,,,,,
カード,1,記載,1,,,,,,,,,,,,,,,見つかる,2,,,,,,,,,,,,,,,,,,
センター,1,携帯,1,,,,,,,,,,,,,,,行う,2,,,,,,,,,,,,,,,,,,
一つ,1,受け渡し,1,,,,,,,,,,,,,,,取れる,2,,,,,,,,,,,,,,,,,,
引き渡し,1,拾得,1,,,,,,,,,,,,,,,申す,2,,,,,,,,,,,,,,,,,,
家族,1,相当,1,,,,,,,,,,,,,,,待つ,2,,,,,,,,,,,,,,,,,,
会社,1,同行,1,,,,,,,,,,,,,,,代わる,2,,,,,,,,,,,,,,,,,,
個人,1,,,,,,,,,,,,,,,,,着く,2,,,,,,,,,,,,,,,,,,
最後,1,,,,,,,,,,,,,,,,,届ける,2,,,,,,,,,,,,,,,,,,
書類,1,,,,,,,,,,,,,,,,,来る,2,,,,,,,,,,,,,,,,,,
情報,1,,,,,,,,,,,,,,,,,過ぎる,1,,,,,,,,,,,,,,,,,,
身内,1,,,,,,,,,,,,,,,,,間に合う,1,,,,,,,,,,,,,,,,,,
大金,1,,,,,,,,,,,,,,,,,決めつける,1,,,,,,,,,,,,,,,,,,
地図,1,,,,,,,,,,,,,,,,,行かす,1,,,,,,,,,,,,,,,,,,
服装,1,,,,,,,,,,,,,,,,,差し上げる,1,,,,,,,,,,,,,,,,,,
方法,1,,,,,,,,,,,,,,,,,使う,1,,,,,,,,,,,,,,,,,,
裏面,1,,,,,,,,,,,,,,,,,終わる,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,伸ばす,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,折り返す,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,入れる,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,聞く,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,立ち合う,1,,,,,,,,,,,,,,,,,,
