名詞,,サ変名詞,,形容動詞,,固有名詞,,組織名,,副詞可能,,未知語,,タグ,,感動詞,,動詞,,副詞,,動詞B,,形容詞B,,副詞B,,名詞C,,否定助動詞,
書類,3,お送り,5,健康,1,平成,1,カワイ,1,過去,1,?〇,1,申請書,1,あっ,6,見落とす,1,全然,1,する,11,ない,2,さよう,3,月,3,ない,2
一つ,1,お世話,1,,,,,,,去年,1,払戻,1,保険料,1,あのー,5,思う,1,,,ござる,2,よろしい,1,まだ,2,,,,
金額,1,案内,1,,,,,,,昨年,1,,,累積保険料,1,はい,3,持つ,1,,,いただく,1,,,いつも,1,,,,
銀行,1,確認,1,,,,,,,先週,1,,,,,あー,1,申す,1,,,える,1,,,そう,1,,,,
見覚え,1,希望,1,,,,,,,本来,1,,,,,ああ,1,払う,1,,,なす,1,,,どう,1,,,,
口座,1,記入,1,,,,,,,,,,,,,おはよう,1,戻す,1,,,なる,1,,,,,,,,
伺い,1,手続き,1,,,,,,,,,,,,,もしもし,1,,,,,,,,,,,,,,
市役所,1,振込,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自宅,1,変更,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
住所,1,返事,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
書面,1,累計,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
内容,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
保険,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
役所,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
