名詞,,サ変名詞,,形容動詞,,地名,,ナイ形容,,副詞可能,,未知語,,タグ,,感動詞,,動詞,,形容詞,,副詞,,名詞B,,動詞B,,形容詞B,,副詞B,,名詞C,,否定助動詞,
ハガキ,3,お送り,5,左様,2,兵庫,1,間違い,1,今,3,ぇ,5,医療費,2,え,8,思う,3,遅い,1,一応,1,うち,1,する,15,ない,4,まだ,3,宛,2,ない,9
自宅,3,計算,4,,,,,,,今回,3,ぇと,2,緊急連絡先,1,あ,4,含む,1,,,特に,1,かお,1,なる,7,,,こう,2,月,2,ん,1
世帯,3,払い戻し,4,,,,,,,過去,1,,,携帯電話,1,あのー,4,言う,1,,,必ず,1,,,ある,2,,,そう,1,形,1,,
内容,2,手続き,3,,,,,,,月頃,1,,,固定電話,1,まぁ,4,行う,1,,,,,,,いう,2,,,ちゃんと,1,目,1,,
番号,2,お話,2,,,,,,,現在,1,,,差額分,1,あぁ,3,受け取る,1,,,,,,,かける,1,,,どうしても,1,,,,
ご覧,1,代表,2,,,,,,,今年,1,,,,,あの,2,切れる,1,,,,,,,できる,1,,,,,,,,
医療,1,電話,2,,,,,,,前,1,,,,,ま,2,遡る,1,,,,,,,,,,,,,,,,
奥様,1,発生,2,,,,,,,,,,,,,うん,1,続ける,1,,,,,,,,,,,,,,,,
基本,1,お世話,1,,,,,,,,,,,,,すいません,1,頂ける,1,,,,,,,,,,,,,,,,
期限,1,お伝え,1,,,,,,,,,,,,,なるほど,1,伝える,1,,,,,,,,,,,,,,,,
見直し,1,改正,1,,,,,,,,,,,,,もしもし,1,届く,1,,,,,,,,,,,,,,,,
差額,1,確認,1,,,,,,,,,,,,,,,伴う,1,,,,,,,,,,,,,,,,
事務,1,振り込み,1,,,,,,,,,,,,,,,分かる,1,,,,,,,,,,,,,,,,
社会,1,分,1,,,,,,,,,,,,,,,戻す,1,,,,,,,,,,,,,,,,
受け取り,1,変更,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
書類,1,留守,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
早め,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
対象,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
単位,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番地,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
分野,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
方法,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法律,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
