名詞,,サ変名詞,,形容動詞,,ナイ形容,,副詞可能,,未知語,,タグ,,感動詞,,動詞,,形容詞,,副詞,,動詞B,,形容詞B,,副詞B,,名詞C,,否定助動詞,
銀行,9,連絡,9,健康,1,申し訳,2,今,5,,,医療費,5,はい,7,行う,4,高い,2,一応,9,する,19,ない,4,まだ,2,元,4,ない,7
見直し,5,お受け取り,5,,,間違い,1,過去,3,,,申請書,2,あ,6,切れる,4,,,多分,1,なる,6,ややこしい,1,ずっと,1,課,2,,
期限,4,お願い,3,,,,,今回,3,,,累積医療,2,ま,2,入る,3,,,,,いう,1,よろしい,1,ちゃんと,1,形,2,,
ご時世,2,確認,3,,,,,昨年,3,,,医療保険,1,あの,1,戻す,3,,,,,いたす,1,,,ちょっと,1,月,1,,
区役所,2,改正,2,,,,,去年,2,,,銀行口座,1,えっ,1,思う,2,,,,,ござる,1,,,よろしく,1,人,1,,
伺い,2,案内,1,,,,,結果,1,,,個人情報,1,すみません,1,送る,2,,,,,,,,,,,北,1,,
使い,2,記憶,1,,,,,今日,1,,,口座番号,1,もしもし,1,回せる,1,,,,,,,,,,,,,,
支払い,2,合算,1,,,,,三月,1,,,高額医療,1,,,見直す,1,,,,,,,,,,,,,,
自治体,2,詐欺,1,,,,,次第,1,,,入金手続き,1,,,言う,1,,,,,,,,,,,,,,
書面,2,失礼,1,,,,,絶対,1,,,法改正,1,,,言える,1,,,,,,,,,,,,,,
法律,2,手続き,1,,,,,中旬,1,,,,,,,使う,1,,,,,,,,,,,,,,
本人,2,申請,1,,,,,,,,,,,,,持つ,1,,,,,,,,,,,,,,
本店,2,説明,1,,,,,,,,,,,,,出来る,1,,,,,,,,,,,,,,
お手数,1,蓄積,1,,,,,,,,,,,,,振り込む,1,,,,,,,,,,,,,,
医療,1,漏洩,1,,,,,,,,,,,,,申す,1,,,,,,,,,,,,,,
各課,1,,,,,,,,,,,,,,,貯まる,1,,,,,,,,,,,,,,
自宅,1,,,,,,,,,,,,,,,超える,1,,,,,,,,,,,,,,
内容,1,,,,,,,,,,,,,,,頂く,1,,,,,,,,,,,,,,
被害,1,,,,,,,,,,,,,,,頂ける,1,,,,,,,,,,,,,,
病院,1,,,,,,,,,,,,,,,通う,1,,,,,,,,,,,,,,
封筒,1,,,,,,,,,,,,,,,払う,1,,,,,,,,,,,,,,
返信,1,,,,,,,,,,,,,,,分かる,1,,,,,,,,,,,,,,
保健,1,,,,,,,,,,,,,,,聞く,1,,,,,,,,,,,,,,
